text,is_Error
Yes I'm using Upgrad it's the best & easy to use good !,1
The best thing is consistent knowledge it gives with enough resources,0
The app is easy to use and access. Thanks Upgrad e-Learning platform,1
One go app which makes things easier to handle. Thanks Upgrad,1
Superb amazing very useful for lock down period. Thanks Upgrad . love it,1
This is a good app. I get very huge information through Upgrad. Love it,1
Using Upgrad since more than 2 years now. Awesome experience to deal with,1
Very fast. Easy navigation. They also provide best resources for E-learning,1
"After update , User interface is good and also I was able to use it without bugs",1
I really love this aap . It is super easy to get knowledge from home using Upgrad app,1
"Very easy to use for any course like MBA to Msc, started studying using this application",1
Best App .Easy to study and not need to go outside during lockdown for resources,1
"I like this application. Working principle is very good, & responsible/ honest. Thank you Upgrad for such great app.",1
It's a awesome and wonderful app. I have been using this app for five years almost and i dont prefer switching to other apps,1
I love this Learning Upgrad app it is excellent practice for my Pg,1
I regularly practiced all the things done in my machine learning with R course on upGrad which helped me understand it better.,1
I regularly followed what was done in the course on the upGrad app which helped me completely understand the topics.,1
"To reinforce anything, you have to strengthen the basics - as I did with the assignments and tasks for my AI course!",0
I took the artificial intelligence course on the upGrad app and the instructors were awesome. The assignments were good too!,1
Showcasing your skills can be aided well if you have a certificate - like I have one in data analytics from the upGrad app.,1
Validating your knowledge is important so I took a digital marketing certificate course on upGrad to showcase my skills.,1
Every company needs a product manager nowadays and I got the role of one after showing upGrad's product management course certificate.,1
I groomed myself as a better product manager after doing the product management course on the upGrad app.,1
Data analytics is an interesting domain and I got the full course at a discount on upGrad. Very satisfied with it.,1
Nice app easy to use and very helpful.,0
UpGrad app is the best app to do any kind of course. I can tell that I got the best instructors for my data science course.,1
Data analytics is quite a big field now so I took a course on this app as it has so many good reviews! 100% satisfied with my choice.,1
My knowledge of Machine Learning using Python and R can be totally credited to this app's courses on it.,0
Certificates are always good so I took a digital marketing certificate course which helped me get an internship out of it!,1
Artificial Intelligence is a growing field so I took an artificial intelligence free course on this app to stay updated with it.,1
Blockchain is legal now so I took a blockchain course on this app to satisfy my desires.,1
I got a new job role after proving my worth at the company's interview. This app's AI interview questions helped a lot.,0
Nice app,0
"For an improved job post, I used the artificial intelligence interview questions on this app to ace the interview.",0
"After my uncle introduced me to the world of AI, I was truly amazed and took up an artificial intelligence free course on this app.",0
AI can amaze anybody and everybody. So I used an artificial intelligence full course on this app to delve more into it.,0
AI is one of the best inventions of this century and this app has helped me know it more with interactions in the community forum.,0
The MBA interview questions on this app helped me a lot in getting through my first MBA interview a few days back.,0
MBA interview questions are tough to crack but this app makes enough effort to ensure that you succeed.,1
"I wanted to be a product manager so to get thorough with the basics before starting off at college, I took a course on this app.",0
Product management is an important skill so I took a small but effective course on the upGrad app to be better at it.,1
The place where I work required me to understand data analytics so I took a course on this app for clarification.,1
My startup required me to be proficient in digital marketing so I took a digital marketing full course on this app.,1
